interview_uuid,category,text,body
c45917462fad443fb0555ee51b5d3727,demographics,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years)
c45917462fad443fb0555ee51b5d3727,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast
c45917462fad443fb0555ee51b5d3727,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
c45917462fad443fb0555ee51b5d3727,demographics,"On average, how many hours of television do you watch per week?",1. 1-5 hours
c6197608a4f1477ca6c6c0c17a3b976d,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
c6197608a4f1477ca6c6c0c17a3b976d,demographics,What is your gender?,1. Female
c6197608a4f1477ca6c6c0c17a3b976d,demographics,What is your age?,3. 40-49
c6197608a4f1477ca6c6c0c17a3b976d,demographics,What is your highest level of education completed?,2. High school
c6197608a4f1477ca6c6c0c17a3b976d,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
c6197608a4f1477ca6c6c0c17a3b976d,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
c6197608a4f1477ca6c6c0c17a3b976d,demographics,"On average, how many hours of television do you watch per week?",4. More than 15 hours
60461644d8714d728dbbac307516c6ad,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
60461644d8714d728dbbac307516c6ad,demographics,What is your gender?,2. Male
60461644d8714d728dbbac307516c6ad,demographics,What is your age?,3. 40-49
60461644d8714d728dbbac307516c6ad,demographics,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years)
60461644d8714d728dbbac307516c6ad,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
60461644d8714d728dbbac307516c6ad,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
60461644d8714d728dbbac307516c6ad,demographics,"On average, how many hours of television do you watch per week?",1. 1-5 hours
90bfe0ce60524ebd8fb127aa36f51b97,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing
90bfe0ce60524ebd8fb127aa36f51b97,demographics,What is your gender?,1. Female
90bfe0ce60524ebd8fb127aa36f51b97,demographics,What is your age?,1. 18-29
90bfe0ce60524ebd8fb127aa36f51b97,demographics,What is your highest level of education completed?,2. High school
90bfe0ce60524ebd8fb127aa36f51b97,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports
90bfe0ce60524ebd8fb127aa36f51b97,demographics,How often do you use closed captions when watching live-televised programming?,2. Frequently
90bfe0ce60524ebd8fb127aa36f51b97,demographics,"On average, how many hours of television do you watch per week?",2. 6-10 hours
f3727975ca684e549b059aec62634e0b,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
f3727975ca684e549b059aec62634e0b,demographics,What is your gender?,2. Male
f3727975ca684e549b059aec62634e0b,demographics,What is your age?,3. 40-49
f3727975ca684e549b059aec62634e0b,demographics,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years)
f3727975ca684e549b059aec62634e0b,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below)
f3727975ca684e549b059aec62634e0b,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
f3727975ca684e549b059aec62634e0b,demographics,"On average, how many hours of television do you watch per week?",1. 1-5 hours
d1a31b5badc24250b424541b1441e524,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing
d1a31b5badc24250b424541b1441e524,demographics,What is your gender?,2. Male
d1a31b5badc24250b424541b1441e524,demographics,What is your age?,4. 50-59
d1a31b5badc24250b424541b1441e524,demographics,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years)
d1a31b5badc24250b424541b1441e524,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
d1a31b5badc24250b424541b1441e524,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
d1a31b5badc24250b424541b1441e524,demographics,"On average, how many hours of television do you watch per week?",2. 6-10 hours
e168d926f2a640aebb9048da56ed812e,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened
e168d926f2a640aebb9048da56ed812e,demographics,What is your gender?,2. Male
e168d926f2a640aebb9048da56ed812e,demographics,What is your age?,2. 30-39
e168d926f2a640aebb9048da56ed812e,demographics,What is your highest level of education completed?,5. Graduate school
e168d926f2a640aebb9048da56ed812e,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
e168d926f2a640aebb9048da56ed812e,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
e168d926f2a640aebb9048da56ed812e,demographics,"On average, how many hours of television do you watch per week?",1. 1-5 hours
345840ed98f7417aa57d086a191bc4d3,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below)
345840ed98f7417aa57d086a191bc4d3,demographics,What is your gender?,1. Female
345840ed98f7417aa57d086a191bc4d3,demographics,What is your age?,4. 50-59
345840ed98f7417aa57d086a191bc4d3,demographics,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent)
345840ed98f7417aa57d086a191bc4d3,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows
345840ed98f7417aa57d086a191bc4d3,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
345840ed98f7417aa57d086a191bc4d3,demographics,"On average, how many hours of television do you watch per week?",3. 11-15 hours
6f8058a8a12f4e0bb38501c978660fec,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing
6f8058a8a12f4e0bb38501c978660fec,demographics,What is your gender?,1. Female
6f8058a8a12f4e0bb38501c978660fec,demographics,What is your age?,1. 18-29
6f8058a8a12f4e0bb38501c978660fec,demographics,What is your highest level of education completed?,5. Graduate school
6f8058a8a12f4e0bb38501c978660fec,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
6f8058a8a12f4e0bb38501c978660fec,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
6f8058a8a12f4e0bb38501c978660fec,demographics,"On average, how many hours of television do you watch per week?",2. 6-10 hours
4cd7b30031ef472bb6a590c2292a5295,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing
4cd7b30031ef472bb6a590c2292a5295,demographics,What is your gender?,1. Female
4cd7b30031ef472bb6a590c2292a5295,demographics,What is your age?,5. 60+
4cd7b30031ef472bb6a590c2292a5295,demographics,What is your highest level of education completed?,5. Graduate school
4cd7b30031ef472bb6a590c2292a5295,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows
4cd7b30031ef472bb6a590c2292a5295,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
4cd7b30031ef472bb6a590c2292a5295,demographics,"On average, how many hours of television do you watch per week?",4. More than 15 hours
f305687534ea4f17b28d22dfb983c28e,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
f305687534ea4f17b28d22dfb983c28e,demographics,What is your gender?,1. Female
f305687534ea4f17b28d22dfb983c28e,demographics,What is your age?,3. 40-49
f305687534ea4f17b28d22dfb983c28e,demographics,What is your highest level of education completed?,5. Graduate school
f305687534ea4f17b28d22dfb983c28e,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
f305687534ea4f17b28d22dfb983c28e,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
f305687534ea4f17b28d22dfb983c28e,demographics,"On average, how many hours of television do you watch per week?",3. 11-15 hours
82e5bd330ad24854a0741ac9012b4d9d,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
82e5bd330ad24854a0741ac9012b4d9d,demographics,What is your gender?,1. Female
82e5bd330ad24854a0741ac9012b4d9d,demographics,What is your age?,1. 18-29
82e5bd330ad24854a0741ac9012b4d9d,demographics,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent)
82e5bd330ad24854a0741ac9012b4d9d,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports
82e5bd330ad24854a0741ac9012b4d9d,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
82e5bd330ad24854a0741ac9012b4d9d,demographics,"On average, how many hours of television do you watch per week?",2. 6-10 hours
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,What is your gender?,1. Female
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,What is your age?,5. 60+
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years)
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,"On average, how many hours of television do you watch per week?",2. 6-10 hours
63adfe6057c4428098e730d0bb147b34,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf
63adfe6057c4428098e730d0bb147b34,demographics,What is your gender?,2. Male
63adfe6057c4428098e730d0bb147b34,demographics,What is your age?,3. 40-49
63adfe6057c4428098e730d0bb147b34,demographics,What is your highest level of education completed?,5. Graduate school
63adfe6057c4428098e730d0bb147b34,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
63adfe6057c4428098e730d0bb147b34,demographics,How often do you use closed captions when watching live-televised programming?,1. Always
63adfe6057c4428098e730d0bb147b34,demographics,"On average, how many hours of television do you watch per week?",1. 1-5 hours
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,What is your gender?,2. Male
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,What is your age?,4. 50-59
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent)
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,How often do you use closed captions when watching live-televised programming?,3. Sometimes
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,"On average, how many hours of television do you watch per week?",3. 11-15 hours
