interview_uuid,category,created,text,body,caption_var
18ef561acc0c49de82e7d4cc66b4e23a,demographics,54:32.9,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
18ef561acc0c49de82e7d4cc66b4e23a,demographics,54:32.9,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
18ef561acc0c49de82e7d4cc66b4e23a,demographics,54:32.9,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
18ef561acc0c49de82e7d4cc66b4e23a,demographics,54:32.9,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,What is your gender?,2. Male,demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,What is your age?,1. 18-29,demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
829843c8d16a4276b763dbd42d3529b7,demographics,54:46.2,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,What is your gender?,2. Male,demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,What is your age?,2. 30-39,demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
d9fd14577a9041769e77f2b27dd08bb3,demographics,55:31.6,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,What is your gender?,1. Female,demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,What is your age?,1. 18-29,demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
cbceee500b0844fc8665c59fb8268b87,demographics,55:33.9,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,What is your gender?,1. Female,demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,What is your age?,1. 18-29,demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
38dc1612584c4e33a2abd62451924d8c,demographics,55:51.1,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,What is your gender?,2. Male,demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,What is your age?,1. 18-29,demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
8ff52b0e75d444c6ae2ea36fa705b11e,demographics,57:48.1,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,What is your gender?,2. Male,demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,What is your age?,1. 18-29,demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
f4e5282da1da42529ae84da360420d91,demographics,59:08.8,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,What is your gender?,2. Male,demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,What is your age?,1. 18-29,demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
8842de8026bb41dfbbda4c4449533432,demographics,59:12.1,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,What is your gender?,2. Male,demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,What is your age?,1. 18-29,demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
3f09c4b3c70a488385b6eb9126d10e97,demographics,00:50.2,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,What is your gender?,2. Male,demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,What is your age?,1. 18-29,demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
718203659f7d47d8b47f9f1d0ff3e263,demographics,00:57.3,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,What is your gender?,1. Female,demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,What is your age?,1. 18-29,demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,What is your highest level of education completed?,5. Graduate school,demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,How often do you use closed captions when watching live-televised programming?,5. Never,demo
ebea296381b24064b309b49756b64eb1,demographics,07:15.9,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,What is your gender?,1. Female,demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,What is your age?,2. 30-39,demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
c09e36b34db54ae78851b2dd6b96b459,demographics,10:43.3,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,What is your gender?,1. Female,demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,What is your age?,1. 18-29,demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
64c99d37023e4b25993a8b3a2b849bb1,demographics,12:58.4,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,What is your gender?,1. Female,demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,What is your age?,1. 18-29,demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
9f0bc4b929e44db9a5d36773978276a1,demographics,17:43.7,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,What is your gender?,1. Female,demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,What is your age?,3. 40-49,demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
3db4cf8b133e40b18c4b7752091f7376,demographics,17:54.3,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,What is your gender?,1. Female,demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,What is your age?,2. 30-39,demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,How often do you use closed captions when watching live-televised programming?,1. Always,demo
14bd9f08e86345cab424cb5a5cbb7d21,demographics,26:13.0,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,What is your gender?,2. Male,demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,What is your age?,1. 18-29,demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
4f365caeba754ce2b64c05fe8bbf1b83,demographics,37:06.0,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,What is your gender?,1. Female,demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,What is your age?,1. 18-29,demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
a0daa2a0a5334b1eb0167d437ee17cab,demographics,37:52.1,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,What is your gender?,2. Male,demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,What is your age?,1. 18-29,demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
408ace3198fa4f159926ffe16b1824af,demographics,39:01.0,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,What is your gender?,2. Male,demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,What is your age?,1. 18-29,demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,How often do you use closed captions when watching live-televised programming?,1. Always,demo
66ca02ba390844f78c0a01033f73e686,demographics,39:46.4,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,What is your gender?,1. Female,demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,What is your age?,1. 18-29,demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,What is your highest level of education completed?,5. Graduate school,demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
2624763b44f74dee9296c724a89da38e,demographics,40:01.7,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,What is your gender?,2. Male,demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,What is your age?,1. 18-29,demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
213eb57e4d79488e97473d8269e21eaa,demographics,44:48.9,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,What is your gender?,1. Female,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,What is your age?,1. 18-29,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,What is your highest level of education completed?,5. Graduate school,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
658859816a724d50b760b84eb5ffa1a3,demographics,51:05.2,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,What is your gender?,1. Female,demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,What is your age?,1. 18-29,demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
f611119bcdce4e36965d8c7b696cf1cb,demographics,58:45.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,What is your gender?,1. Female,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,What is your age?,1. 18-29,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,What is your highest level of education completed?,5. Graduate school,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
3735d4cc4f5d4397863ab482a1c2282a,demographics,04:42.5,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,What is your gender?,2. Male,demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,What is your age?,2. 30-39,demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
02b36ada868644588194b1686896d0a9,demographics,06:20.8,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,What is your gender?,1. Female,demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,What is your age?,1. 18-29,demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
ea8c8e9f4afe4ff99163689f6ad7dfe8,demographics,06:37.8,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,What is your gender?,2. Male,demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,What is your age?,1. 18-29,demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
0d145b2dec3d4546996a5a9473cf0876,demographics,08:26.4,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,What is your gender?,1. Female,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,What is your age?,1. 18-29,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,What is your highest level of education completed?,5. Graduate school,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
1d5e47f0557e401fb84ed4fe9b653f9a,demographics,08:45.9,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,What is your gender?,2. Male,demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,What is your age?,4. 50-59,demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
a5d0904aa4314081b4ebdf162f5e1ca0,demographics,18:02.8,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,What is your gender?,2. Male,demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,What is your age?,1. 18-29,demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
edd25fa6b2be47f0ae6ae6561828f57d,demographics,19:52.3,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,What is your gender?,2. Male,demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,What is your age?,1. 18-29,demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
bb3d7537d1224f6b91e4acf1f4aaa5cc,demographics,20:33.7,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,What is your gender?,2. Male,demo
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,What is your age?,1. 18-29,demo
